Parameters,CoDACl Scores,CoDAPCA Scores,CLRPCA Scores,PCA Scores,Naive Scores,CoDACl Val Loss,CoDACl Train Loss
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-12 epochs 400 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.1016949152542373]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.8693204, dtype=float32), array(1.8546094, dtype=float32), array(1.8401743, dtype=float32), array(1.8259244, dtype=float32), array(1.8116195, dtype=float32), array(1.7969809, dtype=float32), array(1.7818053, dtype=float32), array(1.7659855, dtype=float32)]","[array(1.8450577, dtype=float32), array(1.8329141, dtype=float32), array(1.8210018, dtype=float32), array(1.8092345, dtype=float32), array(1.7974377, dtype=float32), array(1.7853996, dtype=float32), array(1.7729614, dtype=float32), array(1.7600399, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-12 epochs 500 num_features 20 low_dimension 5","[0.15611814345991562, 0.32489451476793246, 0.16455696202531644, 0.3940677966101695]","[0.5358649789029536, 0.3333333333333333, 0.4767932489451477, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.6306432, dtype=float32), array(1.6183753, dtype=float32), array(1.6071323, dtype=float32), array(1.5967888, dtype=float32), array(1.5871737, dtype=float32), array(1.5780417, dtype=float32), array(1.5691717, dtype=float32), array(1.5604169, dtype=float32), array(1.5517098, dtype=float32), array(1.5430368, dtype=float32)]","[array(1.6652191, dtype=float32), array(1.6546187, dtype=float32), array(1.644987, dtype=float32), array(1.636156, dtype=float32), array(1.6279387, dtype=float32), array(1.6201633, dtype=float32), array(1.6126918, dtype=float32), array(1.6054112, dtype=float32), array(1.5982499, dtype=float32), array(1.5911847, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-12 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5527426160337553, 0.3333333333333333, 0.46835443037974683, 0.4194915254237288]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.74545, dtype=float32), array(1.7263564, dtype=float32), array(1.708436, dtype=float32), array(1.6914576, dtype=float32), array(1.6752064, dtype=float32), array(1.6595225, dtype=float32), array(1.6443121, dtype=float32), array(1.6295222, dtype=float32), array(1.6151128, dtype=float32), array(1.6010283, dtype=float32), array(1.5872378, dtype=float32), array(1.573726, dtype=float32), array(1.5604954, dtype=float32), array(1.5475597, dtype=float32), array(1.5349422, dtype=float32), array(1.5226748, dtype=float32), array(1.5107989, dtype=float32), array(1.4993553, dtype=float32), array(1.4883877, dtype=float32), array(1.4779311, dtype=float32)]","[array(1.7397428, dtype=float32), array(1.725008, dtype=float32), array(1.7111205, dtype=float32), array(1.6979309, dtype=float32), array(1.6852916, dtype=float32), array(1.6730905, dtype=float32), array(1.6612636, dtype=float32), array(1.6497728, dtype=float32), array(1.6385752, dtype=float32), array(1.6276298, dtype=float32), array(1.616903, dtype=float32), array(1.6063815, dtype=float32), array(1.5960572, dtype=float32), array(1.5859336, dtype=float32), array(1.5760283, dtype=float32), array(1.5663621, dtype=float32), array(1.5569655, dtype=float32), array(1.5478736, dtype=float32), array(1.5391208, dtype=float32), array(1.5307362, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 100 num_features 20 low_dimension 5","[0.5527426160337553, 0.1518987341772152, 0.25316455696202533, 0.08050847457627118]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.9264051, dtype=float32), array(1.9102192, dtype=float32)]","[array(1.9122037, dtype=float32), array(1.8869213, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 200 num_features 20 low_dimension 5","[0.5527426160337553, 0.26582278481012656, 0.25316455696202533, 0.1440677966101695]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.7925421, dtype=float32), array(1.7755516, dtype=float32), array(1.7586852, dtype=float32), array(1.7416528, dtype=float32)]","[array(1.7332414, dtype=float32), array(1.7102408, dtype=float32), array(1.6865396, dtype=float32), array(1.6616151, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 300 num_features 20 low_dimension 5","[0.0379746835443038, 0.1518987341772152, 0.47257383966244726, 0.1440677966101695]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.8169858, dtype=float32), array(1.7977872, dtype=float32), array(1.7783825, dtype=float32), array(1.7585148, dtype=float32), array(1.7379707, dtype=float32), array(1.7165089, dtype=float32)]","[array(1.7778043, dtype=float32), array(1.753255, dtype=float32), array(1.7283784, dtype=float32), array(1.7027603, dtype=float32), array(1.6760463, dtype=float32), array(1.6478958, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 400 num_features 20 low_dimension 5","[0.012658227848101266, 0.004219409282700422, 0.4767932489451477, 0.3559322033898305]","[0.5443037974683544, 0.33755274261603374, 0.459915611814346, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.7295725, dtype=float32), array(1.7123759, dtype=float32), array(1.6958909, dtype=float32), array(1.6797955, dtype=float32), array(1.6638851, dtype=float32), array(1.6480057, dtype=float32), array(1.6320202, dtype=float32), array(1.6157424, dtype=float32)]","[array(1.7724019, dtype=float32), array(1.7468582, dtype=float32), array(1.7229147, dtype=float32), array(1.6997597, dtype=float32), array(1.6768664, dtype=float32), array(1.6538776, dtype=float32), array(1.63051, dtype=float32), array(1.6064386, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 500 num_features 20 low_dimension 5","[0.5527426160337553, 0.1518987341772152, 0.4767932489451477, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.459915611814346, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.639576, dtype=float32), array(1.6265112, dtype=float32), array(1.6142322, dtype=float32), array(1.6022496, dtype=float32), array(1.5900652, dtype=float32), array(1.5775065, dtype=float32), array(1.5645143, dtype=float32), array(1.5510365, dtype=float32), array(1.5370407, dtype=float32), array(1.5224828, dtype=float32)]","[array(1.7076608, dtype=float32), array(1.6888949, dtype=float32), array(1.6708914, dtype=float32), array(1.6532453, dtype=float32), array(1.6356438, dtype=float32), array(1.6178503, dtype=float32), array(1.599641, dtype=float32), array(1.5808414, dtype=float32), array(1.5612997, dtype=float32), array(1.5408323, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.16101694915254236]","[0.5485232067510548, 0.3333333333333333, 0.47257383966244726, 0.4194915254237288]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(2.0089545, dtype=float32), array(1.9958504, dtype=float32), array(1.9832708, dtype=float32), array(1.971029, dtype=float32), array(1.958935, dtype=float32), array(1.946817, dtype=float32), array(1.934509, dtype=float32), array(1.9219438, dtype=float32), array(1.9090145, dtype=float32), array(1.8955915, dtype=float32), array(1.8815259, dtype=float32), array(1.8666363, dtype=float32), array(1.850705, dtype=float32), array(1.8334856, dtype=float32), array(1.8146845, dtype=float32), array(1.7938915, dtype=float32), array(1.7706468, dtype=float32), array(1.7444243, dtype=float32), array(1.7145541, dtype=float32), array(1.6802572, dtype=float32)]","[array(1.9487259, dtype=float32), array(1.9272829, dtype=float32), array(1.9063597, dtype=float32), array(1.8856357, dtype=float32), array(1.8648547, dtype=float32), array(1.8437961, dtype=float32), array(1.822273, dtype=float32), array(1.8003219, dtype=float32), array(1.7778263, dtype=float32), array(1.754599, dtype=float32), array(1.7304245, dtype=float32), array(1.7050449, dtype=float32), array(1.6781428, dtype=float32), array(1.6493368, dtype=float32), array(1.6181557, dtype=float32), array(1.583969, dtype=float32), array(1.5460645, dtype=float32), array(1.503604, dtype=float32), array(1.4554203, dtype=float32), array(1.4000628, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 100 num_features 20 low_dimension 5","[0.03375527426160337, 0.004219409282700422, 0.008438818565400843, 0.15677966101694915]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.8013797, dtype=float32), array(1.7298912, dtype=float32)]","[array(1.3580651, dtype=float32), array(1.1666849, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 200 num_features 20 low_dimension 5","[0.14345991561181434, 0.13924050632911392, 0.41350210970464135, 0.3347457627118644]","[0.5485232067510548, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.5290776, dtype=float32), array(1.4752878, dtype=float32), array(1.418484, dtype=float32), array(1.3566147, dtype=float32)]","[array(1.2797681, dtype=float32), array(1.1199125, dtype=float32), array(0.9506061, dtype=float32), array(0.7657678, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 300 num_features 20 low_dimension 5","[0.5527426160337553, 0.1518987341772152, 0.38396624472573837, 0.4025423728813559]","[0.5569620253164557, 0.33755274261603374, 0.5316455696202531, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.8948307, dtype=float32), array(1.820299, dtype=float32), array(1.7412155, dtype=float32), array(1.6546078, dtype=float32), array(1.5579212, dtype=float32), array(1.4484286, dtype=float32)]","[array(2.1807983, dtype=float32), array(1.9959801, dtype=float32), array(1.7981464, dtype=float32), array(1.5797492, dtype=float32), array(1.3339199, dtype=float32), array(1.0532558, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 400 num_features 20 low_dimension 5","[0.5485232067510548, 0.05063291139240506, 0.26582278481012656, 0.16101694915254236]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.7976626, dtype=float32), array(1.7307577, dtype=float32), array(1.6620641, dtype=float32), array(1.5893216, dtype=float32), array(1.5094943, dtype=float32), array(1.4205534, dtype=float32), array(1.3196566, dtype=float32), array(1.2025542, dtype=float32)]","[array(1.3466783, dtype=float32), array(1.1710415, dtype=float32), array(0.9895482, dtype=float32), array(0.79603434, dtype=float32), array(0.5821731, dtype=float32), array(0.3422904, dtype=float32), array(0.06888247, dtype=float32), array(-0.24965048, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 500 num_features 20 low_dimension 5","[0.10970464135021098, 0.32489451476793246, 0.4767932489451477, 0.0211864406779661]","[0.5485232067510548, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.5717425, dtype=float32), array(1.5070182, dtype=float32), array(1.4403524, dtype=float32), array(1.3691114, dtype=float32), array(1.2904764, dtype=float32), array(1.2003026, dtype=float32), array(1.0939963, dtype=float32), array(0.9660649, dtype=float32), array(0.8111346, dtype=float32), array(0.62271154, dtype=float32)]","[array(1.0408282, dtype=float32), array(0.8490288, dtype=float32), array(0.648867, dtype=float32), array(0.43293917, dtype=float32), array(0.19252932, dtype=float32), array(-0.0842669, dtype=float32), array(-0.41006315, dtype=float32), array(-0.80061376, dtype=float32), array(-1.2716104, dtype=float32), array(-1.8428435, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.029661016949152543]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.7528727, dtype=float32), array(1.680741, dtype=float32), array(1.6041454, dtype=float32), array(1.5202928, dtype=float32), array(1.4263906, dtype=float32), array(1.3197787, dtype=float32), array(1.1951152, dtype=float32), array(1.0458513, dtype=float32), array(0.8651718, dtype=float32), array(0.6467445, dtype=float32), array(0.38306904, dtype=float32), array(0.0655793, dtype=float32), array(-0.31561017, dtype=float32), array(-0.77229965, dtype=float32), array(-1.3169589, dtype=float32), array(-1.9616356, dtype=float32), array(-2.7181458, dtype=float32), array(-3.5995684, dtype=float32), array(-4.619912, dtype=float32), array(-5.791648, dtype=float32)]","[array(1.4337448, dtype=float32), array(1.2241538, dtype=float32), array(0.9977476, dtype=float32), array(0.7458086, dtype=float32), array(0.45964372, dtype=float32), array(0.13103402, dtype=float32), array(-0.2550583, dtype=float32), array(-0.7167553, dtype=float32), array(-1.273547, dtype=float32), array(-1.943579, dtype=float32), array(-2.7489214, dtype=float32), array(-3.715201, dtype=float32), array(-4.872158, dtype=float32), array(-6.255206, dtype=float32), array(-7.9015784, dtype=float32), array(-9.847259, dtype=float32), array(-12.127939, dtype=float32), array(-14.783431, dtype=float32), array(-17.856308, dtype=float32), array(-21.384628, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 100 num_features 20 low_dimension 5","[0.5485232067510548, 0.10126582278481013, 0.016877637130801686, 0.0211864406779661]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-15.867428, dtype=float32), array(-22.295992, dtype=float32)]","[array(-47.311695, dtype=float32), array(-66.602974, dtype=float32)]"
